Entity,Code,Year,Oil - Proved reserves
European Union,,2006,3019117466
European Union,,2007,2967641112
European Union,,2008,2639999362
European Union,,2009,3211737408
European Union,,2010,3193530211
European Union,,2011,3076360847
European Union,,2012,2915674302
European Union,,2013,2815301801
European Union,,2014,2748131573
European Union,,2015,2566615241
European Union,,2016,2357648622
European Union,,2017,2375600774
European Union,,2018,2381176603
European Union,,2019,2359712286
European Union,,2020,2424385124
Gabon,GAB,1980,470925000
Gabon,GAB,1981,463488000
Gabon,GAB,1982,481785000
Gabon,GAB,1983,547300000
Gabon,GAB,1984,623000000
Gabon,GAB,1985,657000000
Gabon,GAB,1986,646000000
Gabon,GAB,1987,960000000
Gabon,GAB,1988,930000000
Gabon,GAB,1989,958600000
Gabon,GAB,1990,860000000
Gabon,GAB,1991,876000000
Gabon,GAB,1992,768400000
Gabon,GAB,1993,662000000
Gabon,GAB,1994,1400000000
Gabon,GAB,1995,1470000000
Gabon,GAB,1996,2800000000
Gabon,GAB,1997,2672300000
Gabon,GAB,1998,2565000000
Gabon,GAB,1999,2565000000
Gabon,GAB,2000,2420000000
Gabon,GAB,2001,2400000000
Gabon,GAB,2002,2370000000
Gabon,GAB,2003,2285000000
Gabon,GAB,2004,2190000000
Gabon,GAB,2005,2146000000
Gabon,GAB,2006,2150000000
Gabon,GAB,2007,2000000000
Gabon,GAB,2008,2000000000
Gabon,GAB,2009,2000000000
Gabon,GAB,2010,2000000000
Gabon,GAB,2011,2000000000
Gabon,GAB,2012,2000000000
Gabon,GAB,2013,2000000000
Gabon,GAB,2014,2000000000
Gabon,GAB,2015,2000000000
Gabon,GAB,2016,2000000000
Gabon,GAB,2017,2000000000
Gabon,GAB,2018,2000000000
Gabon,GAB,2019,2000000000
Gabon,GAB,2020,2000000000
India,IND,1980,2756958900
India,IND,1981,3482400000
India,IND,1982,3504700000
India,IND,1983,3620000000
India,IND,1984,3760000000
India,IND,1985,3761310300
India,IND,1986,4635000000
India,IND,1987,4415600000
India,IND,1988,4463500000
India,IND,1989,4345400000
India,IND,1990,5563164000
India,IND,1991,6125600000
India,IND,1992,5910000000
India,IND,1993,5860000000
India,IND,1994,5807300000
India,IND,1995,5509776300
India,IND,1996,5486960400
India,IND,1997,5625437100
India,IND,1998,5394266100
India,IND,1999,4972209600
India,IND,2000,5289900300
India,IND,2001,5513466000
India,IND,2002,5576341500
India,IND,2003,5731158300
India,IND,2004,5565272400
India,IND,2005,5918881200
India,IND,2006,5692680000
India,IND,2007,5459250000
India,IND,2008,5798100000
India,IND,2009,5822873700
India,IND,2010,5833189800
India,IND,2011,5703523200
India,IND,2012,5719712700
India,IND,2013,5711030610
India,IND,2014,5743409610
India,IND,2015,4786068000
India,IND,2016,4678238400
India,IND,2017,4548865470
India,IND,2018,4476577470
India,IND,2019,4660614314
India,IND,2020,4543292181
Indonesia,IDN,1980,11603000000
Indonesia,IDN,1981,11018000000
Indonesia,IDN,1982,10534000000
Indonesia,IDN,1983,10080000000
Indonesia,IDN,1984,9611000000
Indonesia,IDN,1985,9180000000
Indonesia,IDN,1986,9000000000
Indonesia,IDN,1987,9000000000
Indonesia,IDN,1988,9000000000
Indonesia,IDN,1989,5114000000
Indonesia,IDN,1990,5415000000
Indonesia,IDN,1991,5909000000
Indonesia,IDN,1992,5598000000
Indonesia,IDN,1993,5167000000
Indonesia,IDN,1994,4980000000
Indonesia,IDN,1995,4980000000
Indonesia,IDN,1996,4730000000
Indonesia,IDN,1997,4870000000
Indonesia,IDN,1998,5100000000
Indonesia,IDN,1999,5200000000
Indonesia,IDN,2000,5120000000
Indonesia,IDN,2001,5100000000
Indonesia,IDN,2002,4720000000
Indonesia,IDN,2003,4730000000
Indonesia,IDN,2004,4300000000
Indonesia,IDN,2005,4190000000.0000005
Indonesia,IDN,2006,4370000000
Indonesia,IDN,2007,3988740000
Indonesia,IDN,2008,3747500000
Indonesia,IDN,2009,4303000000
Indonesia,IDN,2010,4230000000.0000005
Indonesia,IDN,2011,3741330000
Indonesia,IDN,2012,3741330000
Indonesia,IDN,2013,3692500000
Indonesia,IDN,2014,3624500000
Indonesia,IDN,2015,3602530000
Indonesia,IDN,2016,3306900000
Indonesia,IDN,2017,3170900000
Indonesia,IDN,2018,3154300000
Indonesia,IDN,2019,2483970000
Indonesia,IDN,2020,2440000000
Iran,IRN,1980,58296000000
Iran,IRN,1981,57020000000
Iran,IRN,1982,56148000000
Iran,IRN,1983,55257000000
Iran,IRN,1984,58874000000
Iran,IRN,1985,59000000000
Iran,IRN,1986,92860000000
Iran,IRN,1987,92860000000
Iran,IRN,1988,92860000000
Iran,IRN,1989,92860000000
Iran,IRN,1990,92850000000
Iran,IRN,1991,92860000000
Iran,IRN,1992,92860000000
Iran,IRN,1993,92860000000
Iran,IRN,1994,94300000000
Iran,IRN,1995,93700000000
Iran,IRN,1996,92600000000
Iran,IRN,1997,92600000000
Iran,IRN,1998,93700000000
Iran,IRN,1999,93100000000
Iran,IRN,2000,99530000000
Iran,IRN,2001,99080000000
Iran,IRN,2002,130690000000
Iran,IRN,2003,133250000000
Iran,IRN,2004,132740000000.00002
Iran,IRN,2005,137490000000
Iran,IRN,2006,138400000000
Iran,IRN,2007,136150000000
Iran,IRN,2008,137620000000
Iran,IRN,2009,137009999999.99998
Iran,IRN,2010,151170000000
Iran,IRN,2011,154580000000
Iran,IRN,2012,157300000000
Iran,IRN,2013,157800000000
Iran,IRN,2014,157530000000
Iran,IRN,2015,158400000000
Iran,IRN,2016,157200000000
Iran,IRN,2017,155600000000
Iran,IRN,2018,155600000000
Iran,IRN,2019,157800000000
Iran,IRN,2020,157800000000
Iraq,IRQ,1980,30000000000
Iraq,IRQ,1981,32000000000
Iraq,IRQ,1982,59000000000
Iraq,IRQ,1983,65000000000
Iraq,IRQ,1984,65000000000
Iraq,IRQ,1985,65000000000
Iraq,IRQ,1986,72000000000
Iraq,IRQ,1987,100000000000
Iraq,IRQ,1988,100000000000
Iraq,IRQ,1989,100000000000
Iraq,IRQ,1990,100000000000
Iraq,IRQ,1991,100000000000
Iraq,IRQ,1992,100000000000
Iraq,IRQ,1993,100000000000
Iraq,IRQ,1994,100000000000
Iraq,IRQ,1995,100000000000
Iraq,IRQ,1996,112000000000
Iraq,IRQ,1997,112500000000
Iraq,IRQ,1998,112500000000
Iraq,IRQ,1999,112500000000
Iraq,IRQ,2000,112500000000
Iraq,IRQ,2001,115000000000
Iraq,IRQ,2002,115000000000
Iraq,IRQ,2003,115000000000
Iraq,IRQ,2004,115000000000
Iraq,IRQ,2005,115000000000
Iraq,IRQ,2006,115000000000
Iraq,IRQ,2007,115000000000
Iraq,IRQ,2008,115000000000
Iraq,IRQ,2009,115000000000
Iraq,IRQ,2010,115000000000
Iraq,IRQ,2011,143100000000
Iraq,IRQ,2012,140300000000
Iraq,IRQ,2013,144211000000
Iraq,IRQ,2014,143069000000
Iraq,IRQ,2015,142503000000
Iraq,IRQ,2016,148766000000
Iraq,IRQ,2017,147223000000
Iraq,IRQ,2018,145019000000
Iraq,IRQ,2019,145019000000
Iraq,IRQ,2020,145019000000
Italy,ITA,1980,378450000
Italy,ITA,1981,378450000
Italy,ITA,1982,416295000
Italy,ITA,1983,431433000
Italy,ITA,1984,620658000
Italy,ITA,1985,635796000
Italy,ITA,1986,643365000
Italy,ITA,1987,681210000
Italy,ITA,1988,802314000
Italy,ITA,1989,764469000
Italy,ITA,1990,764469000
Italy,ITA,1991,825021000
Italy,ITA,1992,643365000
Italy,ITA,1993,643365000
Italy,ITA,1994,756900000
Italy,ITA,1995,772038000
Italy,ITA,1996,756900000
Italy,ITA,1997,643365000
Italy,ITA,1998,635796000
Italy,ITA,1999,635796000
Italy,ITA,2000,597951000
Italy,ITA,2001,567675000
Italy,ITA,2002,554096214
Italy,ITA,2003,505109645.99999994
Italy,ITA,2004,462700539
Italy,ITA,2005,459680508
Italy,ITA,2006,450484173
Italy,ITA,2007,456478821
Italy,ITA,2008,469520208
Italy,ITA,2009,527998302
Italy,ITA,2010,579755124
Italy,ITA,2011,577681218
Italy,ITA,2012,621149985
Italy,ITA,2013,603438525
Italy,ITA,2014,641904183
Italy,ITA,2015,616956759
Italy,ITA,2016,540570411
Italy,ITA,2017,592228836
Italy,ITA,2018,573972408
Italy,ITA,2019,551810376
Italy,ITA,2020,604074321
Kazakhstan,KAZ,1991,5187000000
Kazakhstan,KAZ,1992,5187000000
Kazakhstan,KAZ,1993,5187000000
Kazakhstan,KAZ,1994,5318000000
Kazakhstan,KAZ,1995,5318000000
Kazakhstan,KAZ,1996,5318000000
Kazakhstan,KAZ,1997,5318000000
Kazakhstan,KAZ,1998,5400000000
Kazakhstan,KAZ,1999,5400000000
Kazakhstan,KAZ,2000,5400000000
Kazakhstan,KAZ,2001,5400000000
Kazakhstan,KAZ,2002,5400000000
Kazakhstan,KAZ,2003,9000000000
Kazakhstan,KAZ,2004,9000000000
Kazakhstan,KAZ,2005,9000000000
Kazakhstan,KAZ,2006,9000000000
Kazakhstan,KAZ,2007,30000000000
Kazakhstan,KAZ,2008,30000000000
Kazakhstan,KAZ,2009,30000000000
Kazakhstan,KAZ,2010,30000000000
Kazakhstan,KAZ,2011,30000000000
Kazakhstan,KAZ,2012,30000000000
Kazakhstan,KAZ,2013,30000000000
Kazakhstan,KAZ,2014,30000000000
Kazakhstan,KAZ,2015,30000000000
Kazakhstan,KAZ,2016,30000000000
Kazakhstan,KAZ,2017,30000000000
Kazakhstan,KAZ,2018,30000000000
Kazakhstan,KAZ,2019,30000000000
Kazakhstan,KAZ,2020,30000000000
Kuwait,KWT,1980,67930000000.00001
Kuwait,KWT,1981,67730000000.00001
Kuwait,KWT,1982,67150000000.00001
Kuwait,KWT,1983,67000000000
Kuwait,KWT,1984,92710000000
Kuwait,KWT,1985,92464000000
Kuwait,KWT,1986,94522000000
Kuwait,KWT,1987,94525000000
Kuwait,KWT,1988,94525000000
Kuwait,KWT,1989,97125000000
Kuwait,KWT,1990,97025000000
Kuwait,KWT,1991,96500000000
Kuwait,KWT,1992,96500000000
Kuwait,KWT,1993,96500000000
Kuwait,KWT,1994,96500000000
Kuwait,KWT,1995,96500000000
Kuwait,KWT,1996,96500000000
Kuwait,KWT,1997,96500000000
Kuwait,KWT,1998,96500000000
Kuwait,KWT,1999,96500000000
Kuwait,KWT,2000,96500000000
Kuwait,KWT,2001,96500000000
Kuwait,KWT,2002,96500000000
Kuwait,KWT,2003,99000000000
Kuwait,KWT,2004,101500000000
Kuwait,KWT,2005,101500000000
Kuwait,KWT,2006,101500000000
Kuwait,KWT,2007,101500000000
Kuwait,KWT,2008,101500000000
Kuwait,KWT,2009,101500000000
Kuwait,KWT,2010,101500000000
Kuwait,KWT,2011,101500000000
Kuwait,KWT,2012,101500000000
Kuwait,KWT,2013,101500000000
Kuwait,KWT,2014,101500000000
Kuwait,KWT,2015,101500000000
Kuwait,KWT,2016,101500000000
Kuwait,KWT,2017,101500000000
Kuwait,KWT,2018,101500000000
Kuwait,KWT,2019,101500000000
Kuwait,KWT,2020,101500000000
Libya,LBY,1980,20330000000
Libya,LBY,1981,22600000000
Libya,LBY,1982,22186000000
Libya,LBY,1983,21784000000
Libya,LBY,1984,21425000000
Libya,LBY,1985,21300000000
Libya,LBY,1986,22800000000
Libya,LBY,1987,22800000000
Libya,LBY,1988,22800000000
Libya,LBY,1989,22800000000
Libya,LBY,1990,22800000000
Libya,LBY,1991,22800000000
Libya,LBY,1992,22800000000
Libya,LBY,1993,22800000000
Libya,LBY,1994,22800000000
Libya,LBY,1995,29500000000
Libya,LBY,1996,29500000000
Libya,LBY,1997,29500000000
Libya,LBY,1998,29500000000
Libya,LBY,1999,29500000000
Libya,LBY,2000,36000000000
Libya,LBY,2001,36000000000
Libya,LBY,2002,36000000000
Libya,LBY,2003,39126000000
Libya,LBY,2004,39126000000
Libya,LBY,2005,41464000000
Libya,LBY,2006,41464000000
Libya,LBY,2007,43663000000
Libya,LBY,2008,44271000000
Libya,LBY,2009,46422000000
Libya,LBY,2010,47097000000
Libya,LBY,2011,48014000000
Libya,LBY,2012,48472000000
Libya,LBY,2013,48363000000
Libya,LBY,2014,48363000000
Libya,LBY,2015,48363000000
Libya,LBY,2016,48363000000
Libya,LBY,2017,48363000000
Libya,LBY,2018,48363000000
Libya,LBY,2019,48363000000
Libya,LBY,2020,48363000000
Malaysia,MYS,1980,1450251000
Malaysia,MYS,1981,1438965000
Malaysia,MYS,1982,1611390000
Malaysia,MYS,1983,1850904000
Malaysia,MYS,1984,1922382000
Malaysia,MYS,1985,1895421000
Malaysia,MYS,1986,1822062000
Malaysia,MYS,1987,1832094000
Malaysia,MYS,1988,1914858000
Malaysia,MYS,1989,1845261000
Malaysia,MYS,1990,1909215000
Malaysia,MYS,1991,3519978000
Malaysia,MYS,1992,3834105000
Malaysia,MYS,1993,2696100000
Malaysia,MYS,1994,2578224000
Malaysia,MYS,1995,2508000000
Malaysia,MYS,1996,2413950000
Malaysia,MYS,1997,2432760000
Malaysia,MYS,1998,2144340000.0000002
Malaysia,MYS,1999,2125530000
Malaysia,MYS,2000,2125530000
Malaysia,MYS,2001,2652210000
Malaysia,MYS,2002,2852850000
Malaysia,MYS,2003,3028410000
Malaysia,MYS,2004,3323100000
Malaysia,MYS,2005,3294258000
Malaysia,MYS,2006,2706132000
Malaysia,MYS,2007,3422166000
Malaysia,MYS,2008,3459159000
Malaysia,MYS,2009,3634000000
Malaysia,MYS,2010,3572000000
Malaysia,MYS,2011,3739000000
Malaysia,MYS,2012,3688000000
Malaysia,MYS,2013,3800000000
Malaysia,MYS,2014,3600000000
Malaysia,MYS,2015,3018000000
Malaysia,MYS,2016,2835600000
Malaysia,MYS,2017,2731800000
Malaysia,MYS,2018,2731800000
Malaysia,MYS,2019,2731800000
Malaysia,MYS,2020,2731800000
Mexico,MEX,1980,47224000000
Mexico,MEX,1981,52900000000
Mexico,MEX,1982,54999000000
Mexico,MEX,1983,54999000000
Mexico,MEX,1984,29773300000
Mexico,MEX,1985,29371100000
Mexico,MEX,1986,29013800000
Mexico,MEX,1987,28488300000
Mexico,MEX,1988,27890600000
Mexico,MEX,1989,27316200000
Mexico,MEX,1990,26904000000
Mexico,MEX,1991,26740900000
Mexico,MEX,1992,26852400000
Mexico,MEX,1993,26601100000
Mexico,MEX,1994,26035600000
Mexico,MEX,1995,25434400000
Mexico,MEX,1996,24948300000
Mexico,MEX,1997,39016000000
Mexico,MEX,1998,41064000000
Mexico,MEX,1999,24700130000
Mexico,MEX,2000,24631280000
Mexico,MEX,2001,23660380000
Mexico,MEX,2002,22419040000
Mexico,MEX,2003,15123560000
Mexico,MEX,2004,14119620000
Mexico,MEX,2005,12882180000
Mexico,MEX,2006,11813850000
Mexico,MEX,2007,11047570000
Mexico,MEX,2008,10501240000
Mexico,MEX,2009,10404200000
Mexico,MEX,2010,10419600000
Mexico,MEX,2011,10161000000
Mexico,MEX,2012,10025000000
Mexico,MEX,2013,10073190000
Mexico,MEX,2014,9812090000
Mexico,MEX,2015,9710970000
Mexico,MEX,2016,7640710000
Mexico,MEX,2017,7037010000
Mexico,MEX,2018,6464170000
Mexico,MEX,2019,6065880000
Mexico,MEX,2020,6065880000
Middle East,,1980,362411087000
Middle East,,1981,365265147000
Middle East,,1982,388902022000
Middle East,,1983,396920800000
Middle East,,1984,430755250000
Middle East,,1985,431731710000
Middle East,,1986,537127700000
Middle East,,1987,566576900000
Middle East,,1988,653034619000
Middle East,,1989,661029383000
Middle East,,1990,659614400000
Middle East,,1991,660820289000
Middle East,,1992,661593418000
Middle East,,1993,661932351000
Middle East,,1994,663562195000
Middle East,,1995,663308307000
Middle East,,1996,673995290000
Middle East,,1997,683228330000
Middle East,,1998,685241730000
Middle East,,1999,685833710000
Middle East,,2000,696688570000
Middle East,,2001,698667390000
Middle East,,2002,741345860000
Middle East,,2003,745742040000
Middle East,,2004,750073380000
Middle East,,2005,755531460000
Middle East,,2006,755866720000
Middle East,,2007,752851500000
Middle East,,2008,753685500000
Middle East,,2009,753116040000
Middle East,,2010,765946940000
Middle East,,2011,797936800000
Middle East,,2012,799258300000
Middle East,,2013,802897985000
Middle East,,2014,803072253000
Middle East,,2015,802925053000
Middle East,,2016,807737910000
Middle East,,2017,834333230000
Middle East,,2018,833863730000
Middle East,,2019,836008430000
Middle East,,2020,835941691000
Nigeria,NGA,1980,16700000000
Nigeria,NGA,1981,16500000000
Nigeria,NGA,1982,16750000000
Nigeria,NGA,1983,16550000000
Nigeria,NGA,1984,16649999999.999998
Nigeria,NGA,1985,16600000000.000002
Nigeria,NGA,1986,16065999999.999998
Nigeria,NGA,1987,15980000000
Nigeria,NGA,1988,16000000000
Nigeria,NGA,1989,16000000000
Nigeria,NGA,1990,17100000000.000002
Nigeria,NGA,1991,20000000000
Nigeria,NGA,1992,20991000000
Nigeria,NGA,1993,20991000000
Nigeria,NGA,1994,20991000000
Nigeria,NGA,1995,20828000000
Nigeria,NGA,1996,20828000000
Nigeria,NGA,1997,20828000000
Nigeria,NGA,1998,22500000000
Nigeria,NGA,1999,29000000000
Nigeria,NGA,2000,29000000000
Nigeria,NGA,2001,31506000000
Nigeria,NGA,2002,34348999999.999996
Nigeria,NGA,2003,35255000000
Nigeria,NGA,2004,35876000000
Nigeria,NGA,2005,36220000000
Nigeria,NGA,2006,37200000000
Nigeria,NGA,2007,37200000000
Nigeria,NGA,2008,37200000000
Nigeria,NGA,2009,37200000000
Nigeria,NGA,2010,37200000000
Nigeria,NGA,2011,36247000000
Nigeria,NGA,2012,37139000000
Nigeria,NGA,2013,37071000000
Nigeria,NGA,2014,37448000000
Nigeria,NGA,2015,37062000000
Nigeria,NGA,2016,37453000000
Nigeria,NGA,2017,37453000000
Nigeria,NGA,2018,36972000000
Nigeria,NGA,2019,36890000000
Nigeria,NGA,2020,36890000000
Non-OECD,,1980,541081050000
Non-OECD,,1981,543414747500
Non-OECD,,1982,573673005800
Non-OECD,,1983,585057271600
Non-OECD,,1984,622083398500
Non-OECD,,1985,649040611000
Non-OECD,,1986,754722060400
Non-OECD,,1987,786121072800
Non-OECD,,1988,873797615600
Non-OECD,,1989,876499112400
Non-OECD,,1990,878774287300
Non-OECD,,1991,952461693200
Non-OECD,,1992,955235581100
Non-OECD,,1993,956522685600
Non-OECD,,1994,962315179400
Non-OECD,,1995,969876173000
Non-OECD,,1996,990990834400
Non-OECD,,1997,1003958832000
Non-OECD,,1998,1011235491000
Non-OECD,,1999,1018409503000
Non-OECD,,2000,1038246447000
Non-OECD,,2001,1045960051999.9999
Non-OECD,,2002,1099287035000
Non-OECD,,2003,1110969451000
Non-OECD,,2004,1120051167000
Non-OECD,,2005,1127857195000
Non-OECD,,2006,1142564650000
Non-OECD,,2007,1178608384000
Non-OECD,,2008,1254898070000
Non-OECD,,2009,1295695079000
Non-OECD,,2010,1398344739000
Non-OECD,,2011,1431481631000
Non-OECD,,2012,1436329902000
Non-OECD,,2013,1441348448000
Non-OECD,,2014,1440827562000
Non-OECD,,2015,1437120276000
Non-OECD,,2016,1445648686000
Non-OECD,,2017,1471478689000
Non-OECD,,2018,1472395264000
Non-OECD,,2019,1473329778000
Non-OECD,,2020,1472403482000
North America,,1980,123284523100
North America,,1981,129569335900
North America,,1982,130390095199.99998
North America,,1983,131126260500
North America,,1984,106394066900
North America,,1985,106670138400
North America,,1986,105169801100
North America,,1987,105092560600
North America,,1988,104421359900
North America,,1989,102881902100
North America,,1990,101037835900
North America,,1991,98985261170
North America,,1992,97682390730
North America,,1993,96275821820
North America,,1994,103811805700
North America,,1995,103550956400
North America,,1996,103730927600
North America,,1997,118338094400
North America,,1998,119445087900
North America,,1999,235931580400
North America,,2000,236524977500
North America,,2001,235040328100
North America,,2002,233490045500
North America,,2003,224376506900
North America,,2004,222994666600
North America,,2005,222848289100
North America,,2006,220619810300
North America,,2007,220341595000
North America,,2008,215247160900
North America,,2009,216291416800
North America,,2010,220257621000
North America,,2011,224112873000
North America,,2012,227921100400
North America,,2013,231573726700
North America,,2014,236930084600
North America,,2015,229210277900
North America,,2016,228135033600
North America,,2017,240061692500
North America,,2018,246090359000
North America,,2019,243947789600
North America,,2020,242910490800
Norway,NOR,1980,3952061556
Norway,NOR,1981,3954959664
Norway,NOR,1982,3816583827
Norway,NOR,1983,4887010897
Norway,NOR,1984,4961909004
Norway,NOR,1985,5902660486
Norway,NOR,1986,6493355229
Norway,NOR,1987,6636084573
Norway,NOR,1988,8156469050
Norway,NOR,1989,8421635060
Norway,NOR,1990,8630572701
Norway,NOR,1991,8811083502
Norway,NOR,1992,9742750297
Norway,NOR,1993,9566066833
Norway,NOR,1994,9704442248
Norway,NOR,1995,10804390670
Norway,NOR,1996,11682216400
Norway,NOR,1997,12040821640
Norway,NOR,1998,11663025430
Norway,NOR,1999,10937958330
Norway,NOR,2000,11366245080
Norway,NOR,2001,11596971130
Norway,NOR,2002,10448168230
Norway,NOR,2003,10149069390
Norway,NOR,2004,9721941885
Norway,NOR,2005,9688088320
Norway,NOR,2006,8545747276
Norway,NOR,2007,8168358631
Norway,NOR,2008,7490797936
Norway,NOR,2009,7077699102
Norway,NOR,2010,6803992191
Norway,NOR,2011,6883336853
Norway,NOR,2012,7494603397
Norway,NOR,2013,7047489708
Norway,NOR,2014,6539223922
Norway,NOR,2015,8005041225.999999
Norway,NOR,2016,7601219652
Norway,NOR,2017,7917996888
Norway,NOR,2018,8644514705
Norway,NOR,2019,8522989623.999999
Norway,NOR,2020,7901704611
OECD,,1980,141539935400
OECD,,1981,147726769600
OECD,,1982,148564083600
OECD,,1983,149081925400
OECD,,1984,124278338600
OECD,,1985,125215240700
OECD,,1986,124864079500
OECD,,1987,124984759600
OECD,,1988,125693247300
OECD,,1989,123675584100
OECD,,1990,122131545700
OECD,,1991,120388448900
OECD,,1992,121621445100
OECD,,1993,119822640400
OECD,,1994,127842907800
OECD,,1995,128828313900.00002
OECD,,1996,130263182800.00002
OECD,,1997,145224177200
OECD,,1998,146391821700
OECD,,1999,261854376700
OECD,,2000,262677629100
OECD,,2001,261243752900
OECD,,2002,257789775100
OECD,,2003,247342420900
OECD,,2004,245217820600
OECD,,2005,244636780300
OECD,,2006,240701046600
OECD,,2007,239717199000
OECD,,2008,233997187900
OECD,,2009,234593708200
OECD,,2010,238541924600
OECD,,2011,242778029900
OECD,,2012,247236824600
OECD,,2013,250546406700
OECD,,2014,253609933400
OECD,,2015,246782742600
OECD,,2016,244632693600
OECD,,2017,256692618499.99997
OECD,,2018,263748755599.99997
OECD,,2019,261480759300
OECD,,2020,259962693300
Oman,OMN,1980,2484000000
Oman,OMN,1981,2942000000
Oman,OMN,1982,3400000000
Oman,OMN,1983,3500000000
Oman,OMN,1984,3900000000
Oman,OMN,1985,4067000000
Oman,OMN,1986,4037000000
Oman,OMN,1987,4105200000
Oman,OMN,1988,4142000000.0000005
Oman,OMN,1989,4290899999.9999995
Oman,OMN,1990,4353000000
Oman,OMN,1991,4350000000
Oman,OMN,1992,4740000000
Oman,OMN,1993,5000000000
Oman,OMN,1994,5100000000
Oman,OMN,1995,5200000000
Oman,OMN,1996,5300000000
Oman,OMN,1997,5399000000
Oman,OMN,1998,5400000000
Oman,OMN,1999,5744000000
Oman,OMN,2000,5848000000
Oman,OMN,2001,5900000000
Oman,OMN,2002,5706000000
Oman,OMN,2003,5572000000
Oman,OMN,2004,5572000000
Oman,OMN,2005,5572000000
Oman,OMN,2006,5572000000
Oman,OMN,2007,5572000000
Oman,OMN,2008,5572000000
Oman,OMN,2009,5500000000
Oman,OMN,2010,5500000000
Oman,OMN,2011,5500000000
Oman,OMN,2012,5500000000
Oman,OMN,2013,4974300000
Oman,OMN,2014,5151000000
Oman,OMN,2015,5306000000
Oman,OMN,2016,5373000000
Oman,OMN,2017,5373000000
Oman,OMN,2018,5373000000
Oman,OMN,2019,5373000000
Oman,OMN,2020,5373000000
Peru,PER,1980,628445000
Peru,PER,1981,882037000
Peru,PER,1982,775145000
Peru,PER,1983,696324000
Peru,PER,1984,670446000
Peru,PER,1985,589000000
Peru,PER,1986,535800000.00000006
Peru,PER,1987,480400000
Peru,PER,1988,853000000
Peru,PER,1989,847000000
Peru,PER,1990,823200000
Peru,PER,1991,821800000
Peru,PER,1992,802600000
Peru,PER,1993,799467000
Peru,PER,1994,830892000
Peru,PER,1995,808110000
Peru,PER,1996,773521000
Peru,PER,1997,758410000
Peru,PER,1998,937383000
Peru,PER,1999,890600000
Peru,PER,2000,905620000
Peru,PER,2001,979376000
Peru,PER,2002,952891000
Peru,PER,2003,929553000
Peru,PER,2004,1097303000
Peru,PER,2005,1078258000
Peru,PER,2006,1097288000
Peru,PER,2007,1121480000
Peru,PER,2008,1121480000
Peru,PER,2009,1121480000
Peru,PER,2010,1240000000
Peru,PER,2011,1206200000
Peru,PER,2012,1422700000
Peru,PER,2013,1616952000
Peru,PER,2014,1409846000
Peru,PER,2015,1187285000
Peru,PER,2016,1224601000
Peru,PER,2017,985075000
Peru,PER,2018,858890000
Peru,PER,2019,803176687
Peru,PER,2020,746346029
Qatar,QAT,1980,3585000000
Qatar,QAT,1981,3450000000
Qatar,QAT,1982,3425000000
Qatar,QAT,1983,3330000000
Qatar,QAT,1984,4500000000
Qatar,QAT,1985,4500000000
Qatar,QAT,1986,4500000000
Qatar,QAT,1987,4500000000
Qatar,QAT,1988,4500000000
Qatar,QAT,1989,4500000000
Qatar,QAT,1990,2993000000
Qatar,QAT,1991,2993000000
Qatar,QAT,1992,3121000000
Qatar,QAT,1993,3121000000
Qatar,QAT,1994,3500000000
Qatar,QAT,1995,3700000000
Qatar,QAT,1996,3700000000
Qatar,QAT,1997,12500000000
Qatar,QAT,1998,13485500000
Qatar,QAT,1999,13102800000
Qatar,QAT,2000,16866700000.000002
Qatar,QAT,2001,16836099999.999998
Qatar,QAT,2002,27595600000
Qatar,QAT,2003,27015700000
Qatar,QAT,2004,26864820000
Qatar,QAT,2005,27910200000
Qatar,QAT,2006,27436200000
Qatar,QAT,2007,27323000000
Qatar,QAT,2008,26833000000
Qatar,QAT,2009,25907000000
Qatar,QAT,2010,24684000000
Qatar,QAT,2011,23900000000
Qatar,QAT,2012,25229000000
Qatar,QAT,2013,25063000000
Qatar,QAT,2014,25705000000
Qatar,QAT,2015,25244000000
Qatar,QAT,2016,25244000000
Qatar,QAT,2017,25244000000
Qatar,QAT,2018,25244000000
Qatar,QAT,2019,25244000000
Qatar,QAT,2020,25244000000
Romania,ROU,1980,1090193000
Romania,ROU,1981,1005513000.0000001
Romania,ROU,1982,959260000
Romania,ROU,1983,1594940000
